gender,message
male,"Sup fam,  

Need a spot to crash for EDC? My hotel room has an extra queen bed up for grabs! Message me for the deets!

Stay lit <ed><U+00A0><U+00BE><ed><U+00B4><U+0099> and see you at <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>EDC<ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
male,Ugh 12 more hrs till I am inside you LAS VEGAS!!!
female,"shuttle buses tickets
FREE - Greek Quarter, Melbourne

Selling 7 shuttle buses tickets Las Vegas Village - cheap! Inbox me if interested <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
male,any bassheads wanna kick it?
female,"Anyone needing a ride from Sacramento to Las Vegas? I will be leaving tonight when I'm off work, making a pit stop in Reno to pick up a friend and then heading there shortly after! <U+263A><U+FE0F>"
female,"PLEASE  stay hydrated <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> especially if ur gna b drinking and all that...its not that hard.
take advantage of the free water stations i know the lines suck but it moves fast.
people with camelbaks that offer water and ppl with fans ur very much appreciated . if u see someone dying of heat and u have some water why not share.
lets look out for one another <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> dehydration and heat exhaustion is real u guys.
last thing u want happening is having to miss a day cuz u ddnt wana drink fkn watwr"
male,Come trade Kandi with me im at work At the Hard Rock Cafe on the strip. I'll be outside cant miss me.
male,And vacation has begun. FINALLY
female,"Hey everyone !!!!
Im looking for two tickets  for Sunday only. Please private message me. 
Thanks"
male,Soooooo am I the only one who hasn't even started packing yet? Haha
male,Iconic
female,"i surprisingly haven't seen many people posting this yet ... who are you most excited to see at EDC?  My top  this year has got to be Dillon, Porter, Axwell^Ingrosso, Seven Lions (Alesso too but he's on at the same damn time as Dillon <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>) ... plus my house DJ's <3 (Green Velvet, Duke Dumont, Joyryde, Don Diablo, Oliver Heldens) ... and one last note: PLEASE EVERYBODY spend a bit of time at Quantum Valley. Trance Fam is the absolute best!"
male,Gotta pretend I'm working for next 5 hours. Lmao
male,Enjoying this EDC week vacation
male,"Any parties popping tonight? House, sweets, etc"
male,Who's already on Vegas turning up <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>
male,Is it getting crazy in Vegas yet? Lol
female,"Hi Beautiful souls! I have an extra shuttle pass for the Village Lot.  I got it for free, so I want to pay it forward and give it to whoever needs it.  I live in the Bay Area, can meet you here or in Vegas. First come, first serve."
female,Anybody selling a premier parking pass?
male,"Pick up a pair of Electro Wings in time for this weekend!  Stay lit under the electric sky! <3
https://www.amazon.com/Light-Green-Fairy-Electro-Wings/dp/B06XNW3VMS/ref=sr_1_3?ie=UTF8&qid=1497385459&sr=8-3&keywords=Electro+Wings"
male,"For $20 in ride credit, download the Lyft app using my referral link: https://www.lyft.com/i/JOHN641241. It's the most affordable ride in town. Terms apply."
male,Anyone staying at the flamingo?
female,Are we allowed to bring sealed vape liquid inside?
male,"Looking for a ticket for Friday night, anyone have one for sale?"
female,"Anyone going to Bassrush?
<ed><U+00A0><U+00BD><ed><U+00B8><U+0083> Where are the Headbangers at ?"
male,"Local lyft driver here in Las Vegas. Just a little help tip. EDC is providing free shuttles from a few different spots all over the city not just strip.  Google them in case. 

Also anyone who hasn't had a lyft account hit the link and get around Vegas for the low and most importantly SAFE. 

For $20 in ride credit, download the Lyft app using my referral link: https://www.lyft.com/i/ESTEBAN025605. It's the most affordable ride in town. Terms apply."
female,Anyone selling Edc tickets?
female,I'm selling a 3 day ticket for $350 if anyone is still looking
male,"Alright guys, cliche post time. First time going to edc and want to meet fams. I want to get a huge group pic too! Who's down?"
female,"4raversbyravers!!!!
Looking for an after rave after edc I got you!!!
I got a 120hr long rave edc weekend. If your interested come see me this weekend. I'll be work on the las Vegas strip. Want more info comment here. 

https://www.facebook.com/events/1323611684391763/?ti=cl"
male,Any meetups in MGM Grand ?!
male,My wallet was stolen Monday....shitty I know. And I had 2 village shuttle passes in there. I emailed insomniac about getting replacement and they said to come to mandalay bay to get new wtistbands....i know the shuttle pass isn't a wristband so I'm curious if anyone else has experiences in the past like this?
female,Where all my LGBTQ people !!! Let's party <ed><U+00A0><U+00BD><ed><U+00B1><U+0085>
female,Trying to get tickets for Saturday and Sunday. Or at least Sunday. Please let me know prices. I'm in Las Vegas.
male,Selling my 3 day wristband for 380$$!!! Located in the South Bay . Hit me fam <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+00BD>
female,"Need to take a.n Uber or Lyft? Why not use a free ride! For Lyft, use BATTLEBORNLYFT  and for Uber use ZDRG6P1SUE. And don't forget to try out UZURV (BATTLEBORN) for your free reservation so you can beat the wait times! Or PM ME to reserve a driver! I taker pre arranged rides done ON APP (no off app for cash rides please). Text 775 409 5190"
male,If someone's ticket is registered. How can I make sure they can't scam me? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
female,"Looking for two single day tickets. Any one day is ok, as long as it's two tickets. My partner and I are going down to drive Uber and Lyft but we want to spend ONE night at the festival just the two of us (we are a couple with two young children and we need a good weekend once a year)."
male,"MY MIND IS READY FOR EDC,
BUT MY BODY.....
My bodyyyyyy
It's telling nooooo
#poolpartynotready
#CAKEME
#FRIEDCHICKEN"
female,"I have 3 electronic uber gift cards that I don't want! I bought them, thinking we would use them here, but I have no need for them. They are $100 value. Selling for $90 OBO. Preference to those who have google wallet. No need to meet up to exchange unless you'd feel more comfortable doing so."
male,"I got two , 3 day pass available hmu . We can met in Vegas"
female,Just landed does anyone have space for me just for tonight till tomorrow please and thank you :(
female,So I'm at the airport and i swear my luggage weighs like 50lbs but then they weighed it and it only weighs 19lbs <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
male,anybody got a VIP TICKEt for saLE LMK ASAP.. CASH
male,Anyone selling 2 edc tickets
male,Looking for 1 Saturday ticket
female,how expensive is it to get my nails done in vegas and where should i go? Need to be EDC ready!
male,I NEED A LINQ SHUTTLE PASS !
male,"Man flying out today, landing at midnight...I'm just staring at the clock at work <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><U+23F0>"
female,"If anyone needs a 3 day Ga pass unregistered in the Bay Area, hmu. 350 OBO"
male,Lol
male,hi all of hope to meat all of u
male,"! ! ! ***TROLL THIS TRAILER*** ! ! ! Time for Roast RaveTrain Edition #1 

:) :D <3 sexy time"
male,"Driving to EDCLV from Sacramento, leavimaleorrow night around midnight. Anyone looking for a ride pm me."
male,Anyone have a ticket to sell for Adventure Club at Drai's BeachClub on Sunday?
male,Still looking for two wristbands just for Sunday. Lmk
male,Does someone have tickets to sale for Friday? I need 1
male,My girl and I are looking for a cheap place to crash fri and sat night. Please pm w/ any info!
male,Are there any Stores on the Strip that Sell Camelbaks ?
male,"My fkn employer trying to take my vacation away 1 day before it starts, cause he accidentally approved to many people of at once. Shit  how is it my fault, he's dumbass  over looked it plus I was the first 1 to get approved. 
Bitch got me fck up, lmao"
male,Just landed!!! EDC Week starts now for us <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
male,Who's coming Wet Republic today for Above and Beyond? <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+008F>
male,"Listen to EDC 2017 Mix<ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> by Huff N Puff #np on #SoundCloud
"
male,"TONIGHT EDC WEEK!! come party with the underground, only $5 to get in, loaded with psytrance!! 

EVENT LINK: www.fb.com/events/1300464533364855"
male,We have 35 people flying from Seattle! Looking to expand our circles in edc and make more friends! We will stay in different hotels but I will stay in Tropicana. Let me know if you wanna have fun together !!
male,Who needs a ride from OC to Vegas
male,"VIP EDC pass
$700 - Phoenix, AZ

I have an extra VIP EDC pass for sale $700 OBO :)"
male,"Listen to EDC 2017 Mix<ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> by Huff N Puff #np on #SoundCloud
"
male,Heading to the airport!! Vegas here we come!!
male,"What's up everyone =)

1)My best friend  and I have an extra bed available in our hotel room! So if anyone needs a place to crash were looking for 2 - 3 more people to join us! It's off the strip at Ellis Island, which has a really bomb and cheap steak breakfast and $2 beers all day. 

2)We also have room in our car for 1 more, so if your in the LA area hit me up for a ride!

Message me for details and pricing! 

Thank You! 

See you at EDC =)"
male,"I need one or two tickets to Saturday and Sunday. Let me know if anyone is selling?! 
#edcvegas"
male,Selling one 3 day pass with or without shuttle. Message for price.
female,"tickets
$40

Selling four female tickets to illenium/nghtmre @ liquid pool lounge! 

$40 each! PM ME!"
female,What are everyone's plans for Thursday night??? Everyone DROP y'all's SNAPCHAT names and instagram!!! Mine are Snap <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB>- Lilianadejesus INSTAGRAM <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>- Lilianadejesuss
male,Anyone has Las Vegas Festival Grounds Shuttle for Friday only? <ed><U+00A0><U+00BD><ed><U+00BA><U+0083><ed><U+00A0><U+00BD><ed><U+00BA><U+0083><ed><U+00A0><U+00BD><ed><U+00BA><U+0083>
male,"Anybody want to come to a free screening of Electric Heart Movie tomorrow in Las Vegas featuring music by Armin van Buuren Dillon_francis Dash Berlin WandW and many more?
Trailer:
https://youtu.be/QdLWUpixrxU"
female,Is anyone driving from Denver to Vegas?
male,"<ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><U+2604><U+FE0F><U+2604><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+008A><U+2600><U+FE0F><U+2600><U+FE0F><U+2600><U+FE0F><U+2600><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BD><ed><U+00BA><U+0097>
Hey everyone Get around safe and for cheap in Las Vegas. Lyft can pick you up from the airport and get you to and from EDC. Hit the link below and take enjoy Las Vegas Safely. 
<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>

https://www.lyft.com/i/ESTEBAN025605. It's the most affordable ride in town. Terms apply."
male,4 bedroom house near freemont street edc party girls welcome
male,"meowww

any east coasters chillin?"
male,Leaving for Vegas tonight. Add me on Snapchat and let's rage the night away
male,East coast squad up! nj/ny flying in tomorrow. the energy is starting to kick in!
male,"Super Towing LLC  CPCN 7363

702 685 6573

702 332 3021"
female,Looking for a ticket for Sunday Anyone selling? Please PM with what you're offering Thanks
male,Looking for 1 Saturday ticket. PayPal ready.
female,I'm looking to buy two shuttle passes from MGM...Plz message me if you can help me out!
female,Hey Fam what did I forget to pack ? <ed><U+00A0><U+00BD><ed><U+00B8><U+009D><ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BC><ed><U+00BC><U+00AE>
male,"Girls, since powder makeup is the only thing we can bring in unsealed, I found some low priced items at dollar General that ""appear"" to be decent and cheap enough to buy multiples of so they can be brought in sealed each day.. good enough for touch up. Pencil Eyeliners, lipgloss etc. just an idea <ed><U+00A0><U+00BD><ed><U+00B2><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
female,Can anyone tell me if the vibedration VIP packs will be allowed?
female,"tickets
$350 - Richmond, CA

For sale two tickets 3 days !!"
female,Does anyone have a recommendation on what time to get to Bassrush pool party to avoid lines? Is there any difference for lines if you're VIP? Thanks!
female,"Anyone looking to do vegas pool parties- 
June 16-18/Friday -Sunday:

Thursday- Daylight beach club : Claude Von Stroke 
Friday-Laidback Luke 
Saturday- Rehab beach club : 3LAU 
Sunday- Wet Republic : Afrojack  

Pool party tour that takes you first to 1 bar (to get you fucked up lol) - first round of shots is on us, open bar for $25 (2hours) and any party games (beer pong and flip cup) we play the alcohol is FREE!

Then we head to 2 major pool parties (drais beachclub, daylight beachclub, wet republic Sapphire or rehab) - FREE entry and no line ups You'll head in before VIP and general admissions).. Usually $100  ON SALE FOR $60 each.

Use the below link to purchase tickets : message 702-513-2651 or DM for a schedule of events and more details"
female,"One EDC 3 day GA admission 
$350 - The Strip

Hey guys! One GA 3 day pass for sale. 350 :) pm me for details. Genuine ticket and trustworthy, reliable source that won't rip you off x"
female,"Vegas nightclubs hookups - Wednesday - Monday June 13-19 

Hardwell, Armin Van Buuren, Zedd, Axwell ^ Ingrosso, Afrojack, Steve Aoki, Steve Powers, GTA, ESCO, Irie, Nghtmre and more 

Nightclub  party tour that takes you first to 2 bars (to get you lit) - first round of drinks/shots is on us, open bar for $25 (2hours) and any party games (beer pong and flip cup) we play the alcohol is FREE!

Then we head to 2 major nightclubs - (Hakkasan, Omnia, Drais, Jewel, Light, Bank, Chateau, Foundation Room, Night Swim) FREE entry and no line ups. You'll head in before VIP and general admissions).. Usually $85  ON SALE FOR $50 each or two events for $85!!! 

Use the below link to purchase $50 tickets : message 1-702-513-2651 or DM for the list of Dj's and venues. 

"
male,MAKE UP IS KEY GUYS!
male,I leave tomorrow morning from Canada. I'm so excited. Can't wait.
female,Got my outfits figured out...now I need shoes. I prefer boots.  Any suggestions?
female,"Anyone looking to do vegas pool parties- 
June 15-18 - Thursday- Sunday 

Thursday- Daylight beach club : Claude Von Stroke 
Friday-Daylight beach club: Laidback Luke
Saturday- Rehab beach club : 3LAU 
Sunday- Wet Republic : Afrojack  

Pool party tour that takes you first to 1 bar (to get you lit) - first round of shots is on us, open bar for $25 (2hours), 2/4/1 beer and margaritas, $5 shots and any party games (beer pong and flip cup) we play the alcohol is FREE!

Then we head to 2 major pool parties (drais beachclub, daylight beachclub, wet republic;rehab or Sapphire) - FREE entry and no line ups. You'll head in before VIP and general admissions).. Usually $100  ---ON SALE FOR $60 each or two events for $100!!! 

Use the below link to purchase $60 tickets : message 1-702-513-2651 or DM for a schedule of events and more details. For 2 event for $100 link Dm me. I also do nightclubs, message for a list of DJs and events. 

"
male,A wave of happiness and going into the unknown came over me on the way to work this morning as I played deadmau5 closing ultra last year. Bring it on baby. Bring it on
male,"Heads up all, free merch! Jump on it"
female,"Hey guys im looking for fellow ravers, preferably a couple, to join an adventure to edc! Im offering a ride to and from the bay area to EDC Las Vegas if you need it. We are staying at the Embassy suites, and have a suite with a sofa bed so you get your own room pretty much, our friends recently bailed so we are left looking for other people to split things with. If smb is interested and need a place to stay, message me!
Thank you!"
male,You know that one drop where they fire off the confetti? That's the one :)
male,Anyone selling their edc ticket?
male,"Hey everyone I'm kinda new to this kinda music still so I need some help!! I have the set times of the people I wanna see, but I'm not really a fan of the whole head banging music ? Maybe at some point of the night I will be going to those kinda stages but for the most part I want to plan out a good day that way I know when and where and wat Djs that will play the best sets for my interest! I know you guys know a lot more than I do w this can someone please help!
(Looking more for like trance or just anything like that)"
male,"Hey peeps , anyone got any good recommendations for 3 Aussie blokes travelling from LA to Vegas tomoz ?   Any party buses heading that way"
male,If anyone isn't going Friday I'll buy your wristband off you and get it back to you Saturday morning.
male,"Is anyone leaving Columbus, Indianapolis, St. Louis, or Kansas City areas tonight\today that might have room for two people, myself and My'Eesha, with happy vibes? Our greyhound bus is 12 hours behind schedule and puts us in Vegas in the middle of the night. Would love love help."
female,"shoes
$35 - Dublin, CA

I have led shoes for women size 6.5 - 7. Never use new in box. It did not fit me so I was trying to sell it. We can meet up on las vegas on Thursday. Only $35"
male,Anyone on the south end of Vegas I can catch a ride with for Sunday?
male,Made my girl this bra what u ladies think?
male,"EDC Sunday Wristbands w/Shuttle
$150 - West Covina, CA

Selling 2 Sunday wristbands w/ shuttle from festival lot.
Located in the so-cal area.
Only going the first 2 days. Will keep wristbands clean and loose for easy access for sunday <U+263A>
$150 each. Can meet locally or in Vegas."
male,Selling one shuttle pass 80$ for las vegas village car pooling instead with my rave fam.
female,"day EDCLV band
$320 - New York, NY

Selling a 3 day EDCLV band for $320. Meet up in Vegas. HMU"
female,I got that the vape chamber has to be empty but do I need a sealed eliquid each day? TIA!
female,Is anyone selling a 3-day GA? Looking for a friend!
female,"I just thought of something...maybe most of you already know but eh. Aren't you able to call the registration number for the bracelets and verify that the registration is valid? I remember doing that a few years ago when I bought a ticket off of somebody. I mean it would suck to find out somebody reported it stolen but I think it would be better to find that out sooner than later. Like before you get all the way to security and then your light is red..
Just a thought <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
female,Looking for one 3day pass!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
male,I NEED A LINQ SHUTTLE PASS !!!
male,Last call for someone that needs a 3 day GA! I have 1!
